Status,Guidance,Ship Name,Manufacturer,Primary Category,Subcategories,Career,Role,Crew Min,Crew Max,"Crew
Compliment",Commander,Pilot,Copilot,Chief Engineer,Engineering Assistant,Primary Turret Gunner,Turret Gunner,Remote Turret Gunner,Marine Lead,Marine Rifleman,Marine Medic,Mining/Salvage/Refueling: Operator,Cargo Logistics,Scanning Operator,Torpedo Operator,Hangar Operations,Doctor (Infirmary),Source Hints,Variants,Notes,Filter Ship Name,Filter Manufacturer,Filter Primary Category,Filter Subcategories,Filter Career,Filter Role,Filter Use Ship?,Filter Review Status,Filter Guidance,Filter Variants,Ship Block,Filter Crew Min,Filter Crew Max
,Fighter: review turret; positions preserved.,Vanguard Harbinger,Aegis Dynamics,heavy_fighter,"bomber, carrier",Combat,Heavy Fighter / Bomber,,,Full,,1,,,,,1,,,,,,,,,1,,,Vanguard Harbinger,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Vanguard Hoplite,Aegis Dynamics,medium,troop_transport,Combat,Dropship,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 1 manned turret source hints; Tags: troop_transport,Vanguard Hoplite,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Vanguard Hoplite,Aegis Dynamics,medium,troop_transport,Combat,Dropship,,,Standard,,1,,,,,1,,,,,,,,,,,,Vanguard Hoplite,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Vanguard Hoplite,Aegis Dynamics,medium,troop_transport,Combat,Dropship,,,Full,,1,,,,,1,,1,4,1,,,,,,,,Vanguard Hoplite,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Vanguard Sentinel,Aegis Dynamics,heavy_fighter,"bomber, interdiction, emp_qed",Combat,Heavy Fighter / Bomber,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 1-1; 1 manned turret source hints; Tags: bomber, interdiction, emp_qed",Vanguard Sentinel,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Vanguard Sentinel,Aegis Dynamics,heavy_fighter,"bomber, interdiction, emp_qed",Combat,Heavy Fighter / Bomber,,,Standard,,1,,,,,1,,,,,,,,,,,,Vanguard Sentinel,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Vanguard Sentinel,Aegis Dynamics,heavy_fighter,"bomber, interdiction, emp_qed",Combat,Heavy Fighter / Bomber,,,Full,,1,,,,,1,,,,,,,,,,,,Vanguard Sentinel,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Vanguard Warden,Aegis Dynamics,heavy_fighter,,Combat,Heavy Fighter,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 1 manned turret source hints,Vanguard Warden,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Vanguard Warden,Aegis Dynamics,heavy_fighter,,Combat,Heavy Fighter,,,Standard,,1,,,,,1,,,,,,,,,,,,Vanguard Warden,,,,,,,,,,,,,,
,Fighter: review turret; positions preserved.,Vanguard Warden,Aegis Dynamics,heavy_fighter,,Combat,Heavy Fighter,,,Full,,1,,,,,1,,,,,,,,,,,,Vanguard Warden,,,,,,,,,,,,,,
,Small: verify added positions.,Vulture,Drake Interplanetary,small,salvage,Industrial,Light Salvage,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; 12 SCU cargo; Tags: salvage,Vulture,,,,,,,,,,,,,,
,Small: verify added positions.,Vulture,Drake Interplanetary,small,salvage,Industrial,Light Salvage,,,Standard,,1,,,,,,,,,,,,,,,,,Vulture,,,,,,,,,,,,,,
,Small: verify added positions.,Vulture,Drake Interplanetary,small,salvage,Industrial,Light Salvage,,,Full,,1,,,,,,,,,,,1,,,,,,Vulture,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,X1,Origin Jumpworks,ground_vehicle,exploration,Exploration,Passenger,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: exploration,X1,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,X1,Origin Jumpworks,ground_vehicle,exploration,Exploration,Passenger,,,Standard,,1,,,,,,,,,,,,,,,,,X1,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,X1,Origin Jumpworks,ground_vehicle,exploration,Exploration,Passenger,,,Full,,1,,,,,,,,,,,,,,,,,X1,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,X1 Force,Origin Jumpworks,ground_vehicle,exploration,Combat,Passenger,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1; Tags: exploration,X1 Force,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,X1 Force,Origin Jumpworks,ground_vehicle,exploration,Combat,Passenger,,,Standard,,1,,,,,,,,,,,,,,,,,X1 Force,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,X1 Force,Origin Jumpworks,ground_vehicle,exploration,Combat,Passenger,,,Full,,1,,,,,,,,,,,,,,,,,X1 Force,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,X1 Velocity,Origin Jumpworks,ground_vehicle,,Competition,Racing,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 1-1,X1 Velocity,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,X1 Velocity,Origin Jumpworks,ground_vehicle,,Competition,Racing,,,Standard,,1,,,,,,,,,,,,,,,,,X1 Velocity,,,,,,,,,,,,,,
,Ground: likely pilot-only; positions preserved.,X1 Velocity,Origin Jumpworks,ground_vehicle,,Competition,Racing,,,Full,,1,,,,,,,,,,,,,,,,,X1 Velocity,,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Zeus Mk II CL,Roberts Space Industries,medium,"cargo_transport, tractor_beam",Transporter,Medium Freight,,,Skeleton,,1,,,,,,,,,,,,,,,,"Crew 3-3; 128 SCU cargo; Tags: cargo_transport, tractor_beam","Zeus Mk II CL, Zeus Mk II CL",,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Zeus Mk II CL,Roberts Space Industries,medium,"cargo_transport, tractor_beam",Transporter,Medium Freight,,,Standard,,1,,,,,,1,,,,,,,,,,,"Zeus Mk II CL, Zeus Mk II CL",,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Zeus Mk II CL,Roberts Space Industries,medium,"cargo_transport, tractor_beam",Transporter,Medium Freight,,,Full,,1,,,,,,1,,,,,1,,,,,,"Zeus Mk II CL, Zeus Mk II CL",,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Zeus Mk II ES,Roberts Space Industries,medium,exploration,Exploration,Expedition,,,Skeleton,,1,,,,,,,,,,,,,,,,Crew 3-3; 32 SCU cargo; Tags: exploration,"Zeus Mk II ES, Zeus Mk II ES Wikelo Work Special",,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Zeus Mk II ES,Roberts Space Industries,medium,exploration,Exploration,Expedition,,,Standard,,1,,,,,,1,,,,,,,,,,,"Zeus Mk II ES, Zeus Mk II ES Wikelo Work Special",,,,,,,,,,,,,,
,Multi-crew: review preserved positions.,Zeus Mk II ES,Roberts Space Industries,medium,exploration,Exploration,Expedition,,,Full,,1,,,,,,1,,,,,,,,,,,"Zeus Mk II ES, Zeus Mk II ES Wikelo Work Special",,,,,,,,,,,,,,
